penguin,test_image,min_hamming,max_ncc,nearest_by_hash,nearest_by_ncc,exif_time_gap_s,min_frame_gap,same_camera_prefix,same_session,leaky,knn_correct
Ron_burgundy,IMG_0886_box4.jpg,20,0.514,IMG_3397.jpeg,IMG_2064_box1.jpg,,1,True,True,False,True
Ron_burgundy,IMG_1955_box2.jpg,22,0.25,IMG_2011_box1.jpg,IMG_2063_box1.jpg,,2,True,True,False,True
Ron_burgundy,IMG_1971_box1.jpg,13,0.55,DSC_2717.jpeg,ASC_2722 copy.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_2148_box2.jpg,21,0.509,IMG_2152_box1.jpg,IMG_2152_box1.jpg,,4,True,True,False,True
Ron_burgundy,IMG_3146.jpeg,11,0.456,IMG_3145.jpeg,IMG_3145.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3150.jpeg,20,0.393,IMG_3215.jpeg,IMG_3147.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3157.jpeg,18,0.517,IMG_3420.jpeg,IMG_3205.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3166.jpeg,14,0.791,IMG_3167.jpeg,IMG_3167.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3187.jpeg,15,0.77,IMG_3194.jpeg,IMG_3193.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3190.jpeg,12,0.773,IMG_3186.jpeg,IMG_3186.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3197.jpeg,8,0.699,IMG_3196.jpeg,IMG_3196.jpeg,,1,True,True,True,True
Ron_burgundy,IMG_3204.jpeg,15,0.633,IMG_3203.jpeg,IMG_3205.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3208.jpeg,16,0.624,IMG_3185.jpeg,IMG_3207.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3216.jpeg,15,0.662,IMG_3219.jpeg,IMG_3215.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3217.jpeg,12,0.671,IMG_3219.jpeg,IMG_3219.jpeg,,2,True,True,False,True
Ron_burgundy,IMG_3218.jpeg,12,0.679,IMG_3221.jpeg,IMG_3221.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3225.jpeg,20,0.534,IMG_1959_box1.jpg,IMG_3207.jpeg,,2,True,True,False,True
Ron_burgundy,IMG_3240.jpeg,12,0.508,IMG_3140.jpeg,IMG_3140.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3241.jpeg,14,0.495,IMG_3141.jpeg,IMG_3141.jpeg,,2,True,True,False,True
Ron_burgundy,IMG_3395.jpeg,12,0.612,IMG_3269.jpeg,IMG_3397.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3402.jpeg,11,0.699,IMG_3401.jpeg,IMG_3401.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3405.jpeg,18,0.409,IMG_3410.jpeg,IMG_3213.jpeg,,1,True,True,False,True
Ron_burgundy,IMG_3406.jpeg,12,0.616,IMG_3407.jpeg,IMG_3407.jpeg,,1,True,True,False,True
Ron_burgundy,IMGP0696.JPG,17,0.641,IMGP0697.JPG,IMGP0697.JPG,,1,True,True,False,True
Snorkel,IMG_0793_box5.jpg,21,0.468,IMG_0373_box1.jpg,IMG_0791_box2.jpg,,1,True,True,False,True
Snorkel,IMG_0830_box6.jpg,21,0.516,IMG_0838_box4.jpg,IMG_0838_box4.jpg,,7,True,True,False,True
Snorkel,IMG_0839_box2.jpg,25,0.653,IMG_0841_box2.jpg,IMG_0837_box6.jpg,,1,True,True,False,True
Snorkel,IMG_0840_box2.jpg,22,0.735,IMG_0838_box4.jpg,IMG_0841_box2.jpg,,1,True,True,False,True
Snorkel,IMG_0847_box1.jpg,18,0.425,IMG_0843_box6.jpg,IMG_0841_box2.jpg,,2,True,True,False,True
Spider,3.jpg,22,0.614,IMG_4309 copy.jpeg,2.jpg,,1,True,True,False,True
Spider,IMG_4332 copy.jpeg,19,0.738,IMG_4308 copy.jpeg,IMG_4331 copy.jpeg,130.0,1,True,True,False,True
Spider,IMG_4339 copy.jpeg,12,0.884,IMG_4340 copy.jpeg,IMG_4340 copy.jpeg,2.0,1,True,True,True,True
Spider,IMG_4346 copy.jpeg,26,0.431,IMG_4359 copy.jpeg,IMG_4345 copy.jpeg,65.0,1,True,True,False,True
Spider,IMG_4349 copy.jpeg,15,0.761,IMG_4350 copy.jpeg,IMG_4350 copy.jpeg,1.0,1,True,True,False,True
Spider,IMG_4351 copy.jpeg,12,0.839,IMG_4352 copy.jpeg,IMG_4352 copy.jpeg,1.0,1,True,True,False,True
Swiftie,DSC_2499.jpeg,18,0.565,DSC_2497.jpeg,DSC_2497.jpeg,14.0,1,True,True,False,True
Swiftie,DSC_2602.jpeg,23,0.426,DSC_2601.jpeg,Swiftie7.jpg,7.0,1,True,True,False,True
Swiftie,DSC_2605.jpeg,21,0.463,DSC_2496.jpeg,DSC_2604.jpeg,73141.0,1,True,True,False,True
Swiftie,IMG_2881.jpeg,16,0.648,IMG_2887.jpeg,IMG_2883.jpeg,,2,True,True,False,True
Swiftie,IMG_2882.jpeg,19,0.712,IMG_2883.jpeg,IMG_2883.jpeg,,1,True,True,False,True
Swiftie,IMG_2893.jpeg,19,0.445,IMG_2894.jpeg,IMG_2899.jpeg,,1,True,True,False,True
Swiftie,IMG_2898.jpeg,11,0.8,IMG_2897.jpeg,IMG_2897.jpeg,,1,True,True,False,True
Tang,IMG_0287_box3.jpg,21,0.261,IMGP0458.JPG,IMGP0461.JPG,,1,True,True,False,True
Tang,IMG_0521_box1.jpg,24,0.23,Tang6.jpg,Tang6.jpg,,227,True,False,False,True
Tang,IMG_2844.jpeg,19,0.527,IMG_2845.jpeg,IMG_2845.jpeg,,1,True,True,False,True
Tang,IMG_2848.jpeg,16,0.81,IMG_2846.jpeg,IMG_2847.jpeg,,1,True,True,False,True
Tang,IMG_2851.jpeg,20,0.474,IMG_2849.jpeg,IMG_2850.jpeg,,1,True,True,False,True
Tang,IMGP0464.JPG,16,0.498,IMGP0480.JPG,IMG_2855.jpeg,,1,True,True,False,True
Tang,IMGP0467.JPG,16,0.476,IMGP0471.JPG,IMGP0471.JPG,,1,True,True,False,True
Tang,IMGP0476.JPG,19,0.487,IMGP0478.JPG,IMGP0478.JPG,,1,True,True,False,True
Tang,IMGP0484.JPG,26,0.338,IMGP0474.JPG,IMGP0473.JPG,,1,True,True,False,True
Tang,Tang3.jpg,19,0.592,Tang4.jpg,Tang4.jpg,,1,True,True,False,True
Ziggy,DSC_2503.jpeg,3,0.967,DSC_2501.jpeg,DSC_2501.jpeg,1.0,1,True,True,True,True
Ziggy,DSC_2519.jpeg,21,0.355,DSC_2574.jpeg,Ziggy 1.jpg,4542.0,1,True,True,False,True
Ziggy,DSC_2521.jpeg,22,0.362,DSC_2522.jpeg,DSC_2520.jpeg,41.0,1,True,True,False,True
Ziggy,DSC_2596.jpeg,23,0.399,Ziggy2.jpg,DSC_2522.jpeg,,2,True,True,False,True
Ziggy,DSC_2597.jpeg,21,0.359,DSC_2574.jpeg,DSC_2598.jpeg,1059.0,1,True,True,False,True
Ziggy,Ziggy4.jpg,21,0.36,DSC_2575.jpeg,DSC_2575.jpeg,,1,True,True,False,True
Ziggy,Ziggy7.jpg,22,0.451,DSC_2504.jpeg,DSC_2574.jpeg,,1,True,True,False,True
