epoch,train_loss,train_acc,lr,margin_scale
1,3.302000902443697,0.15257879656160458,9.999999999999999e-05,0.2
2,1.9857895073713068,0.4892550143266476,0.00019999999999999998,0.4
3,1.1354209425456203,0.7313753581661891,0.0003,0.6
4,0.5987703277593356,0.8746418338108882,0.0002998751699016874,0.8
5,0.34968212716558944,0.9312320916905444,0.00029950088737412895,1.0
6,0.23533165104751258,0.9563037249283668,0.00029887777537365414,1.0
7,0.1808286252028621,0.9634670487106017,0.0002980068710086933,1.0
8,0.13515290079963924,0.9785100286532952,0.0002968896238136131,1.0
9,0.1286475163988534,0.9777936962750716,0.00029552789333610964,1.0
10,0.10131103792000978,0.9820916905444126,0.0002939239460421746,1.0
11,0.07546858620805863,0.9806590257879656,0.0002920804515437865,1.0
12,0.09404477007409563,0.9770773638968482,0.000290000478155605,1.0
13,0.08241826543493735,0.9878223495702005,0.00028768748778806386,1.0
14,0.08581878708136458,0.9749283667621776,0.0002851453301853628,1.0
15,0.06963158721227017,0.9849570200573066,0.00028237823651794814,1.0
16,0.060493817819778764,0.9878223495702005,0.00027939081234014705,1.0
17,0.06133708717530983,0.9871060171919771,0.0002761880299246772,1.0
18,0.057361920788499894,0.9899713467048711,0.000272775219986789,1.0
19,0.08721027000244162,0.9799426934097422,0.00026915806281181686,1.0
20,0.08605904659432463,0.9820916905444126,0.0002653425788009043,1.0
21,0.07941347181284666,0.9806590257879656,0.0002613351184506405,1.0
22,0.04132794847119504,0.9914040114613181,0.0002571423517832855,1.0
23,0.036116707184082456,0.9949856733524355,0.0002527712572451766,1.0
24,0.05630875094646967,0.9835243553008596,0.00024822911009179276,1.0
25,0.062455358597473976,0.9835243553008596,0.00024352347027881003,1.0
26,0.046133902233446225,0.9906876790830945,0.0002386621698793015,1.0
27,0.028574330086438227,0.9949856733524355,0.0002336533000480244,1.0
28,0.023485794706126,0.995702005730659,0.0002285051975544918,1.0
29,0.020314914279785486,0.997134670487106,0.00022322643090724216,1.0
30,0.026525103174854486,0.9949856733524355,0.00021782578609240284,1.0
31,0.02942588285177434,0.9949856733524355,0.00021231225195028297,1.0
32,0.03051153354795068,0.9935530085959885,0.00020669500521433597,1.0
33,0.0333679079112829,0.994269340974212,0.00020098339523739247,1.0
34,0.022015039443457365,0.9949856733524355,0.00019518692843058512,1.0
35,0.018045941880106244,0.9949856733524355,0.0001893152524408653,1.0
36,0.014929765359736061,0.997134670487106,0.00018337814009344714,1.0
37,0.014338966256559942,0.997134670487106,0.00017738547312590424,1.0
38,0.009850067277318854,0.998567335243553,0.00017134722574099276,1.0
39,0.013950175960630947,0.9964183381088825,0.00016527344800557533,1.0
40,0.017172774721609486,0.997134670487106,0.00015917424912327641,1.0
41,0.017034963158927965,0.9964183381088825,0.00015305978060871082,1.0
42,0.014079959235850583,0.997134670487106,0.00014694021939128923,1.0
43,0.007007353624227566,1.0,0.0001408257508767236,1.0
44,0.009156482610424559,0.998567335243553,0.00013472655199442472,1.0
45,0.01163939794226627,0.998567335243553,0.00012865277425900724,1.0
46,0.013047114996984067,0.997134670487106,0.00012261452687409576,1.0
47,0.01060655901213857,0.998567335243553,0.00011662185990655284,1.0
48,0.010681034073788662,0.9964183381088825,0.00011068474755913471,1.0
49,0.014538233463297516,0.995702005730659,0.00010481307156941489,1.0
50,0.016241312963637206,0.997134670487106,9.901660476260751e-05,1.0
51,0.012009152453752997,0.9978510028653295,9.330499478566403e-05,1.0
52,0.012675078687815792,0.9964183381088825,8.768774804971705e-05,1.0
53,0.010764555725399779,0.997134670487106,8.217421390759716e-05,1.0
54,0.006351302380214597,0.9992836676217765,7.677356909275784e-05,1.0
55,0.012228801889200948,0.997134670487106,7.149480244550821e-05,1.0
56,0.006181332394800931,0.9992836676217765,6.63466999519756e-05,1.0
57,0.007293383598882694,1.0,6.133783012069853e-05,1.0
58,0.004667804370311363,0.9992836676217765,5.6476529721189974e-05,1.0
59,0.006139017279289214,0.9992836676217765,5.1770889908207245e-05,1.0
60,0.007185984051314031,0.9992836676217765,4.7228742754823374e-05,1.0
61,0.0039722155406003695,0.9992836676217765,4.2857648216714456e-05,1.0
62,0.004904296301187878,0.9992836676217765,3.8664881549359506e-05,1.0
63,0.003461897885226738,1.0,3.465742119909569e-05,1.0
64,0.0039488586095457944,0.9992836676217765,3.0841937188183096e-05,1.0
65,0.005722555697518321,0.998567335243553,2.7224780013210962e-05,1.0
66,0.0043831104706214975,0.9992836676217765,2.38119700753228e-05,1.0
67,0.003025957198752181,1.0,2.0609187659852876e-05,1.0
68,0.004926598388007855,0.998567335243553,1.7621763482051827e-05,1.0
69,0.004580158473427453,0.9992836676217765,1.4854669814637143e-05,1.0
70,0.0024324567564216076,1.0,1.2312512211936104e-05,1.0
71,0.0033461269640689315,0.9992836676217765,9.999521844394987e-06,1.0
72,0.0029978685529320833,1.0,7.919548456213515e-06,1.0
73,0.002926329742546025,0.9992836676217765,6.076053957825411e-06,1.0
74,0.0035815663356534113,1.0,4.47210666389034e-06,1.0
75,0.0020184376009174205,1.0,3.110376186386848e-06,1.0
76,0.004538608560162492,0.9992836676217765,1.9931289913066694e-06,1.0
77,0.0031738085725630254,1.0,1.1222246263458467e-06,1.0
78,0.0018678598725010126,1.0,4.991126258710176e-07,1.0
79,0.0024123502665741054,1.0,1.2483009831256717e-07,1.0
80,0.004571340913433358,0.9992836676217765,0.0,1.0
