epoch,train_loss,train_acc,lr,margin_scale
1,5.050439404861025,0.06012884753042233,9.999999999999999e-05,0.2
2,4.318783951044595,0.24194702934860415,0.00019999999999999998,0.4
3,3.7840847102078525,0.3471725125268432,0.0003,0.6
4,3.6095229645840337,0.42376521116678595,0.0002998751699016874,0.8
5,3.550461254037954,0.47458840372226196,0.00029950088737412895,1.0
6,2.4499716067536013,0.5991410164638511,0.00029887777537365414,1.0
7,1.948199217713724,0.6771653543307087,0.0002980068710086933,1.0
8,1.4554897432422842,0.7465998568360773,0.0002968896238136131,1.0
9,1.0245988040458498,0.8081603435934145,0.00029552789333610964,1.0
10,0.9132434807253805,0.8167501789549033,0.0002939239460421746,1.0
11,0.9263422110290637,0.8418038654259127,0.0002920804515437865,1.0
12,0.833928701616477,0.8418038654259127,0.000290000478155605,1.0
13,0.7146225308168762,0.8725841088045813,0.00028768748778806386,1.0
14,0.6754993098329969,0.8690050107372942,0.0002851453301853628,1.0
15,0.6967400637966612,0.8725841088045813,0.00028237823651794814,1.0
16,0.464196229650877,0.9148174659985684,0.00027939081234014705,1.0
17,0.5489244155783097,0.8833214030064424,0.0002761880299246772,1.0
18,0.5336746378783763,0.8926270579813886,0.000272775219986789,1.0
19,0.4104065762388766,0.9155332856120257,0.00026915806281181686,1.0
20,0.35857663229481185,0.9377236936292055,0.0002653425788009043,1.0
21,0.3070459583602211,0.9391553328561203,0.0002613351184506405,1.0
22,0.3518387043132642,0.9312813171080888,0.0002571423517832855,1.0
23,0.24273503441083577,0.9520400858983536,0.0002527712572451766,1.0
24,0.32832950598152943,0.9405869720830351,0.00024822911009179276,1.0
25,0.3121191050614642,0.9427344309234073,0.00024352347027881003,1.0
26,0.30458690339143396,0.9448818897637795,0.0002386621698793015,1.0
27,0.3567799479409295,0.9391553328561203,0.0002336533000480244,1.0
28,0.1829964907289234,0.9570508231925555,0.0002285051975544918,1.0
29,0.2799890483082882,0.952755905511811,0.00022322643090724216,1.0
30,0.21969411561482918,0.9498926270579814,0.00021782578609240284,1.0
31,0.21819354278557457,0.9634931997136722,0.00021231225195028297,1.0
32,0.21240353920019006,0.9584824624194703,0.00020669500521433597,1.0
33,0.2575551770019506,0.9556191839656406,0.00020098339523739247,1.0
34,0.22418391723225778,0.9577666428060129,0.00019518692843058512,1.0
35,0.17097270592737812,0.9677881173944166,0.0001893152524408653,1.0
36,0.1578274838301055,0.9656406585540444,0.00018337814009344714,1.0
37,0.1384201346071265,0.9763779527559056,0.00017738547312590424,1.0
38,0.09998438897447323,0.9770937723693629,0.00017134722574099276,1.0
39,0.10990907884360895,0.9735146743020758,0.00016527344800557533,1.0
40,0.16306964926149645,0.968503937007874,0.00015917424912327641,1.0
41,0.10571981813697279,0.9792412312097352,0.00015305978060871082,1.0
42,0.13908057303868537,0.98067287043665,0.00014694021939128923,1.0
43,0.14561305768153202,0.9778095919828204,0.0001408257508767236,1.0
44,0.09403936861318908,0.9835361488904796,0.00013472655199442472,1.0
45,0.04686906162593394,0.9892627057981389,0.00012865277425900724,1.0
46,0.11065860598334082,0.98067287043665,0.00012261452687409576,1.0
47,0.10029972234704854,0.9770937723693629,0.00011662185990655284,1.0
48,0.14872116306176678,0.9792412312097352,0.00011068474755913471,1.0
49,0.06129445741736412,0.9863994273443092,0.00010481307156941489,1.0
50,0.043420812397736604,0.9878310665712241,9.901660476260751e-05,1.0
51,0.06870824700980077,0.9863994273443092,9.330499478566403e-05,1.0
52,0.07363980895647634,0.9899785254115963,8.768774804971705e-05,1.0
53,0.05692823274386413,0.9921259842519685,8.217421390759716e-05,1.0
54,0.06512355268632883,0.9892627057981389,7.677356909275784e-05,1.0
55,0.0657262075403252,0.9849677881173944,7.149480244550821e-05,1.0
56,0.04522156750192664,0.9899785254115963,6.63466999519756e-05,1.0
57,0.03359802023946983,0.9935576234788833,6.133783012069853e-05,1.0
58,0.022349875423081922,0.9949892627057981,5.6476529721189974e-05,1.0
59,0.03505581579622449,0.9892627057981389,5.1770889908207245e-05,1.0
60,0.03252443917292409,0.9942734430923408,4.7228742754823374e-05,1.0
61,0.028128700663849614,0.9935576234788833,4.2857648216714456e-05,1.0
62,0.06848413259745625,0.9878310665712241,3.8664881549359506e-05,1.0
63,0.04248497589580807,0.9878310665712241,3.465742119909569e-05,1.0
64,0.042703057125556755,0.9935576234788833,3.0841937188183096e-05,1.0
65,0.05312037826019073,0.9906943450250537,2.7224780013210962e-05,1.0
66,0.03307025967353826,0.9928418038654259,2.38119700753228e-05,1.0
67,0.03951357228471614,0.9935576234788833,2.0609187659852876e-05,1.0
68,0.040939655275608736,0.9921259842519685,1.7621763482051827e-05,1.0
69,0.03796784493996533,0.9935576234788833,1.4854669814637143e-05,1.0
70,0.04691054047076678,0.9957050823192556,1.2312512211936104e-05,1.0
71,0.03913775178485163,0.9921259842519685,9.999521844394987e-06,1.0
72,0.016163189575204767,0.9935576234788833,7.919548456213515e-06,1.0
73,0.0538804628496287,0.9906943450250537,6.076053957825411e-06,1.0
74,0.026033934698681465,0.9949892627057981,4.47210666389034e-06,1.0
75,0.029874386919866353,0.9928418038654259,3.110376186386848e-06,1.0
76,0.02581065795774343,0.9928418038654259,1.9931289913066694e-06,1.0
77,0.03475806375754812,0.9964209019327129,1.1222246263458467e-06,1.0
78,0.03935144360909877,0.9914101646385111,4.991126258710176e-07,1.0
79,0.05013524954898567,0.9892627057981389,1.2483009831256717e-07,1.0
80,0.02016708248947549,0.9964209019327129,0.0,1.0
