epoch,train_loss,train_acc,lr,margin_scale
1,4.874545020728747,0.07317073170731707,9.999999999999999e-05,0.2
2,3.2694785827543678,0.35294117647058826,0.00019999999999999998,0.4
3,2.018260495563491,0.5703012912482066,0.0003,0.6
4,1.3374398171987218,0.712338593974175,0.0002998751699016874,0.8
5,0.921581968857534,0.796987087517934,0.00029950088737412895,1.0
6,0.4957478023327919,0.8895265423242468,0.00029887777537365414,1.0
7,0.23260975431335537,0.9461979913916786,0.0002980068710086933,1.0
8,0.17487766787174613,0.9576757532281205,0.0002968896238136131,1.0
9,0.10022059937075871,0.9770444763271162,0.00029552789333610964,1.0
10,0.054813466292713775,0.9863701578192252,0.0002939239460421746,1.0
11,0.030930505613856542,0.9921090387374462,0.0002920804515437865,1.0
12,0.03273871561333302,0.9921090387374462,0.000290000478155605,1.0
13,0.010759528941465502,0.9985652797704447,0.00028768748778806386,1.0
14,0.005768304672680122,1.0,0.0002851453301853628,1.0
15,0.0055950328098393586,0.9985652797704447,0.00028237823651794814,1.0
16,0.009654403003427058,0.9978479196556671,0.00027939081234014705,1.0
17,0.011559334884222646,0.9971305595408895,0.0002761880299246772,1.0
18,0.03484623946538101,0.996413199426112,0.000272775219986789,1.0
19,0.1805336656398975,0.9677187948350072,0.00026915806281181686,1.0
20,0.12623552340944666,0.9713055954088953,0.0002653425788009043,1.0
21,0.14070315753113763,0.9684361549497847,0.0002613351184506405,1.0
22,0.14631208124299303,0.9641319942611191,0.0002571423517832855,1.0
23,0.09998907374920941,0.9741750358680057,0.0002527712572451766,1.0
24,0.20342398819164875,0.9583931133428981,0.00024822911009179276,1.0
25,0.22101113610664433,0.9418938307030129,0.00024352347027881003,1.0
26,0.0686500278252098,0.9842180774748924,0.0002386621698793015,1.0
27,0.04054462456998216,0.9885222381635581,0.0002336533000480244,1.0
28,0.060842026324696846,0.9842180774748924,0.0002285051975544918,1.0
29,0.046064988612444534,0.9885222381635581,0.00022322643090724216,1.0
30,0.014582510918667446,0.9949784791965567,0.00021782578609240284,1.0
31,0.0054322591123613425,0.9992826398852224,0.00021231225195028297,1.0
32,0.008663881272799101,0.9985652797704447,0.00020669500521433597,1.0
33,0.006470250080699045,0.9971305595408895,0.00020098339523739247,1.0
34,0.0032601253426175463,0.9992826398852224,0.00019518692843058512,1.0
35,0.002491302310737649,1.0,0.0001893152524408653,1.0
36,0.002568922019790767,0.9992826398852224,0.00018337814009344714,1.0
37,0.002639407219019167,0.9992826398852224,0.00017738547312590424,1.0
38,0.0036558009763588994,0.9992826398852224,0.00017134722574099276,1.0
39,0.002849596349533829,0.9992826398852224,0.00016527344800557533,1.0
40,0.00280025381985063,0.9985652797704447,0.00015917424912327641,1.0
41,0.0013436423324000417,1.0,0.00015305978060871082,1.0
42,0.0015971575620807334,1.0,0.00014694021939128923,1.0
43,0.0023900084691910527,0.9985652797704447,0.0001408257508767236,1.0
44,0.0009687652886902628,1.0,0.00013472655199442472,1.0
45,0.0008818179971426245,1.0,0.00012865277425900724,1.0
46,0.001124597862736994,1.0,0.00012261452687409576,1.0
47,0.0008408493469930234,1.0,0.00011662185990655284,1.0
48,0.004403701098836221,0.9992826398852224,0.00011068474755913471,1.0
49,0.0011724314840785741,1.0,0.00010481307156941489,1.0
50,0.0012668546511680743,1.0,9.901660476260751e-05,1.0
51,0.0007406957776564971,1.0,9.330499478566403e-05,1.0
52,0.0005610869443137599,1.0,8.768774804971705e-05,1.0
53,0.0005843850690136574,1.0,8.217421390759716e-05,1.0
54,0.000607337387428329,1.0,7.677356909275784e-05,1.0
55,0.0007705371471127252,1.0,7.149480244550821e-05,1.0
56,0.0004840863135695415,1.0,6.63466999519756e-05,1.0
57,0.0006044547950332501,1.0,6.133783012069853e-05,1.0
58,0.0010893785093584961,1.0,5.6476529721189974e-05,1.0
59,0.0006223511177287511,1.0,5.1770889908207245e-05,1.0
60,0.00041143121537712366,1.0,4.7228742754823374e-05,1.0
61,0.000456351187237815,1.0,4.2857648216714456e-05,1.0
62,0.0004474700798001274,1.0,3.8664881549359506e-05,1.0
63,0.0004776476197518606,1.0,3.465742119909569e-05,1.0
64,0.0007215469535787615,1.0,3.0841937188183096e-05,1.0
65,0.0022773361444831364,0.9992826398852224,2.7224780013210962e-05,1.0
66,0.0004511022632286872,1.0,2.38119700753228e-05,1.0
67,0.0004154326335909152,1.0,2.0609187659852876e-05,1.0
68,0.00042982565443174463,1.0,1.7621763482051827e-05,1.0
69,0.00038160423202362645,1.0,1.4854669814637143e-05,1.0
70,0.00045865364922237297,1.0,1.2312512211936104e-05,1.0
71,0.0008713597444472687,1.0,9.999521844394987e-06,1.0
72,0.0006192058942883998,1.0,7.919548456213515e-06,1.0
73,0.00040434120397298586,1.0,6.076053957825411e-06,1.0
74,0.00047253103478486986,1.0,4.47210666389034e-06,1.0
75,0.003049093543804402,0.9992826398852224,3.110376186386848e-06,1.0
76,0.0006530049552277821,1.0,1.9931289913066694e-06,1.0
77,0.0006261234261213108,1.0,1.1222246263458467e-06,1.0
78,0.0005409916545667952,1.0,4.991126258710176e-07,1.0
79,0.001971196368581534,0.9992826398852224,1.2483009831256717e-07,1.0
80,0.0006409555773312223,1.0,0.0,1.0
